City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,armidale,-30.5167,151.65,14.47,41,0,6.56,AU,1681093117
366,hvide sande,56.0045,8.1294,5.61,77,100,7.42,DK,1681093118
367,kyshtovka,56.555,76.6271,0.46,86,39,5.18,RU,1681093118
368,greenfield,42.9614,-88.0126,13.51,43,75,3.6,US,1681093118
369,bara,10.3744,10.7288,27.05,61,100,4.68,NG,1681092703
370,udachnyy,66.4167,112.4,-19.2,64,100,2.46,RU,1681093119
371,dallas,32.7668,-96.7836,20.03,63,75,2.06,US,1681092226
372,shieli,44.1667,66.75,15.66,60,70,3.86,KZ,1681093119
373,urengoy,65.9667,78.3667,-14.48,93,100,6.69,RU,1681093119
374,itapirapua,-15.8233,-50.6133,22.27,89,100,1.54,BR,1681093120
375,rocha,-34.4833,-54.3333,14.77,92,0,2.98,UY,1681093120
376,tevriz,57.509,72.4042,0.94,89,73,3.03,RU,1681093121
377,macomb,40.4592,-90.6718,14.35,41,0,2.57,US,1681092651
378,rabo de peixe,37.8,-25.5833,15.73,94,75,3.09,PT,1681093121
379,smithers,54.7804,-127.1743,6.18,39,75,6.69,CA,1681092937
380,saint-pierre,-21.3393,55.4781,24.76,78,0,1.54,RE,1681093122
381,brokopondo,4.75,-55.1667,26.19,71,97,3.58,SR,1681093122
382,robertsport,6.7533,-11.3686,26.9,83,100,1.6,LR,1681093122
383,lakatoro,-16.0999,167.4164,30.07,68,67,3.79,VU,1681093123
384,atasu,48.6814,71.6433,3.23,44,36,2.44,KZ,1681093123
385,dandong,40.1292,124.3947,11.8,64,96,8.99,CN,1681093124
386,pangai,-19.8,-174.35,30.06,74,20,6.17,TO,1681093124
387,falam,22.9167,93.6833,24.44,27,0,1.49,MM,1681093124
388,shipunovo,52.1582,82.2173,2.2,45,40,6.76,RU,1681093125
389,great falls,47.5002,-111.3008,15.25,33,0,7.2,US,1681092920
390,nouadhibou,20.931,-17.0347,17.99,82,40,6.17,MR,1681093127
391,trairi,-3.2778,-39.2689,24.11,91,97,2.13,BR,1681093036
392,gravelbourg,49.8834,-106.5512,6.15,88,57,4.15,CA,1681093127
393,narodychi,51.2029,29.0823,6.66,95,100,3.41,UA,1681093128
394,janauba,-15.8025,-43.3089,24.27,64,97,2.26,BR,1681093128
395,maniitsoq,65.4167,-52.9,-1.94,77,51,9.42,GL,1681093128
396,pangnirtung,66.1451,-65.7125,-22.47,77,3,3.09,CA,1681093129
397,cruzeiro do sul,-29.5128,-51.9853,21.96,91,0,1.11,BR,1681093129
398,seydi,39.4816,62.9137,16.06,56,5,5.96,TM,1681093129
399,coihaique,-45.5752,-72.0662,7.97,53,20,2.06,CL,1681093130
400,nhulunbuy,-12.2333,136.7667,31.34,66,40,4.12,AU,1681093130
401,suntar,62.1444,117.6319,-11.57,81,99,2.49,RU,1681093131
402,haines junction,60.7522,-137.5108,0.97,93,100,2.06,CA,1681093131
403,coaldale,49.7167,-112.6185,14.73,38,75,6.17,CA,1681092936
404,maragogi,-9.0122,-35.2225,25.69,80,100,2.91,BR,1681093132
405,ihosy,-22.4,46.1167,18.54,92,95,2.21,MG,1681093133
406,lahaina,20.8783,-156.6825,26.0,87,33,5.11,US,1681092895
407,gojra,31.1487,72.6866,23.59,22,0,2.46,PK,1681093134
408,acatic,20.7833,-102.8833,24.31,19,100,1.11,MX,1681093134
409,aracoiaba,-4.3711,-38.8142,23.01,96,89,0.7,BR,1681093134
410,taoudenni,22.6783,-3.9836,24.53,29,98,2.13,ML,1681093135
411,san andres,12.5847,-81.7006,27.01,74,20,4.63,CO,1681093135
412,miandrivazo,-19.5167,45.4667,24.2,79,0,1.01,MG,1681093135
413,chorley,53.65,-2.6167,10.77,85,100,5.81,GB,1681093135
414,xiongyue,40.1774,122.1228,12.61,70,43,7.4,CN,1681093136
415,bilibino,68.0546,166.4372,-12.89,71,1,2.25,RU,1681093136
416,kailua,21.4022,-157.7394,25.99,81,100,6.17,US,1681093136
417,colares,38.7992,-9.4469,14.31,83,71,6.71,PT,1681093137
418,ugoofaaru,5.6667,73.0,28.38,75,9,4.35,MV,1681093137
419,baturaja,-4.1333,104.1667,25.92,84,100,1.69,ID,1681093031
420,oyama,36.3,139.8,16.99,29,10,2.75,JP,1681093137
421,caravelas,-17.7125,-39.2481,23.96,93,62,3.78,BR,1681093138
422,sale,34.0389,-6.8166,14.86,100,40,1.54,MA,1681093138
423,shirokiy,49.758,129.523,10.95,33,100,6.18,RU,1681093139
424,ambon,-3.6954,128.1814,33.08,58,20,5.14,ID,1681093139
425,normandin,48.8333,-72.5321,4.17,64,67,1.54,CA,1681093139
426,burgeo,47.6167,-57.6152,-2.04,76,42,9.24,CA,1681092936
427,katobu,-4.9408,122.5276,29.45,67,95,4.79,ID,1681093140
428,egvekinot,66.3167,-179.1667,-17.66,75,62,0.23,RU,1681093140
429,troitskoye,52.9821,84.6757,-0.13,68,99,4.06,RU,1681093141
430,filingue,14.3521,3.3168,29.06,14,100,4.7,NE,1681093141
431,valencia,39.3333,-0.8333,11.12,55,57,2.05,ES,1681092930
432,karratha,-20.7377,116.8463,30.53,27,87,5.89,AU,1681093142
433,amambai,-23.1042,-55.2258,19.18,96,10,2.47,BR,1681093142
434,nongan,44.382,125.1685,17.62,38,64,11.78,CN,1681093142
435,broken hill,-31.95,141.4333,17.03,44,0,3.97,AU,1681093143
436,hirara,24.8,125.2833,23.92,56,40,6.17,JP,1681093143
437,koumac,-20.5667,164.2833,28.88,59,0,3.33,NC,1681093143
438,neuquen,-38.9516,-68.0591,15.72,56,45,16.8,AR,1681092932
439,belmonte,-15.8631,-38.8828,25.66,82,0,1.83,BR,1681093144
440,avera,33.194,-82.5271,12.03,65,0,4.14,US,1681093144
441,kangaatsiaq,68.3065,-53.4641,-5.38,84,100,5.66,GL,1681093144
442,vysokogornyy,50.1167,139.15,5.93,51,71,2.52,RU,1681093144
443,gualaco,15.05,-86.05,19.43,84,13,1.64,HN,1681093145
444,jacareacanga,-6.2222,-57.7528,22.85,97,36,0.41,BR,1681093145
445,whitehorse,60.7161,-135.0538,3.34,80,100,4.63,CA,1681093146
446,nchelenge,-9.3451,28.734,19.68,91,100,2.43,ZM,1681093146
447,tanda,26.55,82.65,27.69,12,0,3.13,IN,1681093146
448,tonota,-21.4833,27.4833,19.3,45,97,3.36,BW,1681093147
449,tucuma,-0.1833,-50.05,24.27,91,48,2.08,BR,1681092962
450,lakhipur,26.0299,90.3041,27.54,33,1,1.36,IN,1681093147
451,aginskoye,51.1,114.53,-0.8,84,100,7.85,RU,1681093148
452,shitanjing,39.2342,106.3439,8.72,40,57,8.56,CN,1681093148
453,masallatah,32.6167,14.0,12.59,72,0,6.23,LY,1681093148
454,basco,20.4487,121.9702,23.22,70,82,6.99,PH,1681093148
455,wilmington,34.2257,-77.9447,11.03,59,0,8.75,US,1681092860
456,vilhena,-12.7406,-60.1458,20.5,98,82,1.13,BR,1681093149
457,heihe,50.2441,127.4902,5.32,47,100,4.72,CN,1681093150
458,odweyne,9.4092,45.064,22.53,63,47,5.29,SO,1681093151
459,richards bay,-28.783,32.0377,22.88,92,100,4.04,ZA,1681093151
460,salalah,17.0151,54.0924,27.05,78,40,0.51,OM,1681093151
461,goya,-29.14,-59.2626,18.3,77,0,2.08,AR,1681093152
462,seoul,37.5683,126.9778,15.76,36,0,6.17,KR,1681093105
463,sao jose da coroa grande,-8.8978,-35.1478,25.86,80,99,2.89,BR,1681093152
464,taunsa,30.7048,70.6505,25.32,34,0,1.95,PK,1681093153
465,hamilton,39.1834,-84.5333,12.43,54,0,0.0,US,1681092842
466,amparafaravola,-17.5833,48.2167,18.62,97,94,0.77,MG,1681093153
467,severodvinsk,64.5635,39.8302,1.06,97,72,1.65,RU,1681093154
468,mount gambier,-37.8333,140.7667,14.24,67,97,3.49,AU,1681093154
469,jardim,-21.4803,-56.1381,21.3,91,57,1.57,BR,1681093154
470,bandar-e lengeh,26.5579,54.8807,20.06,83,0,2.06,IR,1681093154
471,lamar,33.6668,-95.5836,17.42,84,0,4.12,US,1681093155
472,nova esperanca,4.438,-61.1151,26.5,43,99,0.87,BR,1681093156
473,sarkand,45.41,79.9186,8.2,48,15,1.14,KZ,1681093157
474,pitea,65.3172,21.4794,-3.95,98,100,1.72,SE,1681093157
475,goundam,16.4145,-3.6708,30.0,29,86,0.72,ML,1681093157
476,west bay,19.3667,-81.4167,26.11,81,20,1.03,KY,1681093157
477,ordzhonikidze,52.4411,61.7408,1.38,63,14,3.16,KZ,1681093158
478,abrau-dyurso,44.69,37.59,7.7,85,83,5.8,RU,1681093158
479,tsabong,-26.0217,22.401,17.41,36,95,5.24,BW,1681093159
480,flinders,-34.5833,150.8552,20.1,46,5,1.79,AU,1681093159
481,belyy yar,53.6039,91.3903,-4.06,50,0,3.0,RU,1681093160
482,porto velho,-8.7619,-63.9039,25.03,94,20,0.0,BR,1681092876
483,ostrovnoy,68.0531,39.5131,-0.62,88,98,6.68,RU,1681093160
484,mahajanga,-15.7167,46.3167,24.42,84,1,4.0,MG,1681093161
485,bathsheba,13.2167,-59.5167,26.34,73,20,8.23,BB,1681093161
486,sangin,32.0728,64.8359,18.6,44,0,4.14,AF,1681093162
487,codrington,-38.2667,141.9667,14.19,67,100,5.59,AU,1681093162
488,lander,42.833,-108.7307,8.45,56,0,2.06,US,1681093101
489,saint augustine,29.8947,-81.3145,19.49,85,100,11.32,US,1681093067
490,tromso,69.6496,18.957,-0.35,93,95,1.54,NO,1681093163
491,asau,46.4333,26.4,-1.49,91,15,1.7,RO,1681093163
492,santa marta,11.2408,-74.199,25.65,84,4,6.98,CO,1681092938
493,ixtapa,20.7,-105.2,24.57,78,75,2.06,MX,1681093164
494,atar,20.5169,-13.0499,23.66,17,0,1.6,MR,1681093164
495,zig,40.127,-92.7663,14.39,34,0,3.6,US,1681093165
496,port blair,11.6667,92.75,30.02,74,40,1.03,IN,1681093166
497,mokhsogollokh,61.4681,128.9203,-6.27,82,75,1.73,RU,1681093166
498,plyussa,58.4308,29.3654,3.02,94,23,1.33,RU,1681093166
499,ikot ekpene,5.1794,7.7108,23.83,93,100,0.94,NG,1681093167
500,mafinga,-7.25,35.0667,19.31,90,85,0.58,TZ,1681093167
501,ventsy,45.3764,40.8358,8.2,91,30,3.24,RU,1681093167
502,hovd,48.0056,91.6419,-3.9,41,0,1.5,MN,1681093168
503,kourou,5.1552,-52.6478,25.03,89,27,2.83,GF,1681093169
504,pemangkat,1.1667,108.9667,27.83,72,40,2.09,ID,1681093169
505,ler,8.3018,30.1418,28.82,43,60,2.1,SS,1681093170
506,uglovskoye,51.3557,80.1942,3.32,43,90,4.8,RU,1681093170
507,nikki,9.9401,3.2108,26.41,61,100,4.08,BJ,1681093170
508,katsuura,35.1333,140.3,18.01,51,2,8.72,JP,1681093171
509,putina,-15.4667,-69.4333,5.77,82,76,2.83,PE,1681093172
510,deputatskiy,69.3,139.9,-16.03,68,100,6.04,RU,1681093172
511,dudinka,69.4058,86.1778,-27.86,97,69,1.91,RU,1681093172
512,portland,45.5234,-122.6762,13.39,90,100,4.92,US,1681092788
513,turka,49.1541,23.0297,0.19,96,99,0.56,UA,1681093173
514,bardiyah,31.7561,25.0865,14.27,79,0,5.15,LY,1681093173
515,bay city,43.5945,-83.8889,12.84,54,0,2.57,US,1681093044
516,egersund,58.4513,5.9997,8.54,77,100,8.9,NO,1681093174
517,daman,20.4167,72.85,27.95,61,19,1.0,IN,1681093174
518,quatre cocos,-20.2078,57.7625,25.06,85,100,3.97,MU,1681093174
519,saint george,37.1041,-113.5841,25.33,16,0,0.0,US,1681093174
520,zangakatun,39.8212,45.0406,7.7,53,99,2.31,AM,1681093175
521,wanning,18.8003,110.3967,25.42,88,100,4.07,CN,1681093175
522,borgarnes,64.5383,-21.9206,5.45,93,100,2.6,IS,1681093175
523,rovaniemi,66.5,25.7167,3.67,60,0,2.06,FI,1681093176
524,tuy hoa,13.0833,109.3,27.86,73,41,2.55,VN,1681093176
525,harper,4.375,-7.7169,26.52,83,100,1.66,LR,1681093176
526,nova olimpia,-14.7972,-57.2881,22.64,96,99,0.6,BR,1681093177
527,bundaberg,-24.85,152.35,28.45,39,0,1.79,AU,1681093177
528,hualmay,-11.0964,-77.6139,24.53,80,75,4.01,PE,1681093177
529,benguela,-12.5763,13.4055,26.21,84,100,2.08,AO,1681093178
530,innisfail,-17.5333,146.0333,31.21,61,100,2.52,AU,1681093178
